Site,CIMMYTID,YLD
IIWBR-Karnal,GID9081767,6.848470453
IIWBR-Karnal,GID9081781,5.575469484
IIWBR-Karnal,GID9081895,5.93534155
IIWBR-Karnal,GID9082176,6.358079384
IIWBR-Karnal,GID9082216,5.940705071
IIWBR-Karnal,GID9082445,5.912293548
IIWBR-Karnal,GID9082520,5.347150919
IIWBR-Karnal,GID9082954,5.811413957
IIWBR-Karnal,GID9082978,5.930193548
IIWBR-Karnal,GID9083000,5.514630737
IIWBR-Karnal,GID9083186,5.850685229
IIWBR-Karnal,GID9083234,6.268314488
IIWBR-Karnal,GID9083237,5.686277638
IIWBR-Karnal,GID9083247,6.036474241
IIWBR-Karnal,GID9083250,5.968620397
IIWBR-Karnal,GID9083401,5.772027681
IIWBR-Karnal,GID9083493,5.945273177
IIWBR-Karnal,GID9083546,5.294849195
IIWBR-Karnal,GID9083603,6.373742234
IIWBR-Karnal,GID9083675,5.682209259
IIWBR-Karnal,GID9083677,5.829568248
IIWBR-Karnal,GID9083754,5.796168133
IIWBR-Karnal,GID9083763,5.59508515
IIWBR-Karnal,GID9083998,5.688222913
IIWBR-Karnal,GID9084006,5.758757014
IIWBR-Karnal,GID9084473,6.074164223
IIWBR-Karnal,GID9084484,6.286238821
IIWBR-Karnal,GID9084526,5.470520782
IIWBR-Karnal,GID9084554,5.757013384
IIWBR-Karnal,GID9084742,5.595823123
IIWBR-Karnal,GID9085376,6.433752292
IIWBR-Karnal,GID9085407,5.739010117
IIWBR-Karnal,GID9085409,5.995091237
IIWBR-Karnal,GID9085500,5.803907002
IIWBR-Karnal,GID9085784,6.033822376
IIWBR-Karnal,GID9086267,5.730866302
IIWBR-Karnal,GID9086899,6.299357257
IIWBR-Karnal,GID9088734,6.26099762
IIWBR-Karnal,GID9088753,5.972650142
IIWBR-Karnal,GID9278904,5.949546522
IIWBR-Karnal,GID9279069,5.794864221
IIWBR-Karnal,GID9279638,5.967104771
IIWBR-Karnal,GID9279689,5.771213333
IIWBR-Karnal,GID9279696,5.296383804
IIWBR-Karnal,GID9279710,5.960204937
IIWBR-Karnal,GID9279830,5.938465487
IIWBR-Karnal,GID9280411,6.25324875
IIWBR-Karnal,GID9281222,5.609103837
IIWBR-Karnal,GID9281303,6.201599836
IIWBR-Karnal,GID9281978,5.981139898
IIWBR-Karnal,GID9282019,6.06285733
IIWBR-Karnal,GID9282140,5.971630207
IIWBR-Karnal,GID9282519,6.48352903
IIWBR-Karnal,GID9282562,5.978289537
IIWBR-Karnal,GID9282569,5.600179215
IIWBR-Karnal,GID9283000,5.764790732
IIWBR-Karnal,GID9283310,5.169898543
IIWBR-Karnal,GID9283381,5.803634905
IIWBR-Karnal,GID9283499,6.018356764
IIWBR-Karnal,GID9283537,5.896542598
IIWBR-Karnal,GID9283627,5.326043387
IIWBR-Karnal,GID9283636,6.104645995
IIWBR-Karnal,GID9283654,5.828315869
IIWBR-Karnal,GID9284047,6.0387579
IIWBR-Karnal,GID9284127,6.089079803
IIWBR-Karnal,GID9284251,6.220155465
IIWBR-Karnal,GID9284432,5.14468924
IIWBR-Karnal,GID9284619,5.535700019
IIWBR-Karnal,GID9284955,5.506571023
IIWBR-Karnal,GID9285052,5.899062076
IIWBR-Karnal,GID9285065,5.794847725
IIWBR-Karnal,GID9285175,5.573478548
IIWBR-Karnal,GID9285302,5.874684178
IIWBR-Karnal,GID9285357,6.403548987
IIWBR-Karnal,GID9285370,6.35825166
IIWBR-Karnal,GID9285557,6.016792404
IIWBR-Karnal,GID9285643,6.155602302
IIWBR-Karnal,GID9285656,6.033687919
IIWBR-Karnal,GID9285664,5.799741999
IIWBR-Karnal,GID9286014,5.95345526
IIWBR-Karnal,GID9286243,5.726756464
IIWBR-Karnal,GID9286342,6.338108517
IIWBR-Karnal,GID9286563,6.133352546
IIWBR-Karnal,GID9286765,6.175255988
IIWBR-Karnal,GID9286775,5.463847652
IIWBR-Karnal,GID9286955,6.503293903
IIWBR-Karnal,GID9287034,5.904555316
IIWBR-Karnal,GID9287186,5.824883277
IIWBR-Karnal,GID9287217,6.010204572
IIWBR-Karnal,GID9287268,6.196126392
IIWBR-Karnal,GID9287381,5.352045627
IIWBR-Karnal,GID9287490,5.967984757
IIWBR-Karnal,GID9287587,5.599284383
IIWBR-Karnal,GID9287897,5.678926629
IIWBR-Karnal,GID9287905,5.880211034
IIWBR-Karnal,GID9287911,5.905572967
IIWBR-Karnal,GID9288103,5.53995634
IIWBR-Karnal,GID9288206,5.886018322
IIWBR-Karnal,GID9288209,6.076700229
IIWBR-Karnal,GID9289097,6.066164797
IIWBR-Karnal,GID9289112,6.212366265
IIWBR-Karnal,GID9289166,5.856359214
IIWBR-Karnal,GID9289175,5.949130337
IIWBR-Karnal,GID9289851,6.149668995
IIWBR-Karnal,GID9289875,5.40410414
IIWBR-Karnal,GID9289999,6.141241408
IIWBR-Karnal,GID9290016,6.076659647
IIWBR-Karnal,GID9290028,5.838783517
IIWBR-Karnal,GID9290145,5.601077141
IIWBR-Karnal,GID9290226,5.693130452
IIWBR-Karnal,GID9290370,5.785640712
IIWBR-Karnal,GID9290382,6.179152331
IIWBR-Karnal,GID9290383,6.339369476
IIWBR-Karnal,GID9290650,5.62948906
IIWBR-Karnal,GID9290790,6.120717875
IIWBR-Karnal,GID9290958,5.88231919
IIWBR-Karnal,GID9290994,5.573331123
IIWBR-Karnal,GID9291154,6.196076489
IIWBR-Karnal,GID9291167,6.272578494
IIWBR-Karnal,GID9291221,6.234243907
IIWBR-Karnal,GID9291320,5.837464847
IIWBR-Karnal,GID9291337,5.981282687
IIWBR-Karnal,GID9291462,6.071900456
IIWBR-Karnal,GID9291538,5.931952129
IIWBR-Karnal,GID9291629,6.046866232
IIWBR-Karnal,GID9292004,5.073310614
IIWBR-Karnal,GID9292006,5.340581083
IIWBR-Karnal,GID9292142,5.703595704
IIWBR-Karnal,GID9292174,6.033956831
IIWBR-Karnal,GID9292175,5.772700588
IIWBR-Karnal,GID9292377,5.722908778
IIWBR-Karnal,GID9292459,5.825754975
IIWBR-Karnal,GID9292535,5.746318128
IIWBR-Karnal,GID9292646,5.702112487
IIWBR-Karnal,GID9292699,5.797008393
IIWBR-Karnal,GID9292868,6.369077403
IIWBR-Karnal,GID9292969,6.094244736
IIWBR-Karnal,GID9293003,5.833222685
IIWBR-Karnal,GID9293010,5.812254712
IIWBR-Karnal,GID9293142,6.064566976
IIWBR-Karnal,GID9293151,5.670258999
IIWBR-Karnal,GID9293206,5.780216162
IIWBR-Karnal,GID9293211,5.659547868
IIWBR-Karnal,GID9293212,5.740130686
IIWBR-Karnal,GID9293325,6.026760321
IIWBR-Karnal,GID9293413,5.899843626
IIWBR-Karnal,GID9293625,6.069087783
Khumaltar_Nepal,GID9080801,5.489382496
Khumaltar_Nepal,GID9080807,5.6826157
Khumaltar_Nepal,GID9080809,4.752720029
Khumaltar_Nepal,GID9080833,5.971474592
Khumaltar_Nepal,GID9080834,5.689721911
Khumaltar_Nepal,GID9080841,5.061095031
Khumaltar_Nepal,GID9080875,5.594385527
Khumaltar_Nepal,GID9080921,5.70129345
Khumaltar_Nepal,GID9080922,6.022118207
Khumaltar_Nepal,GID9081036,4.032145144
Khumaltar_Nepal,GID9081224,6.859600893
Khumaltar_Nepal,GID9081298,5.881357857
Khumaltar_Nepal,GID9081347,4.743590403
Khumaltar_Nepal,GID9081482,5.619352581
Khumaltar_Nepal,GID9081587,5.822109777
Khumaltar_Nepal,GID9081767,5.765129568
Khumaltar_Nepal,GID9081781,5.613015279
Khumaltar_Nepal,GID9081895,5.548124389
Khumaltar_Nepal,GID9082176,5.60559455
Khumaltar_Nepal,GID9082216,6.17596069
Khumaltar_Nepal,GID9082445,6.215075935
Khumaltar_Nepal,GID9082520,4.825528556
Khumaltar_Nepal,GID9082954,5.768126169
Khumaltar_Nepal,GID9082978,6.514479012
Khumaltar_Nepal,GID9083000,6.536058691
Khumaltar_Nepal,GID9083186,6.362518193
Khumaltar_Nepal,GID9083234,5.743429636
Khumaltar_Nepal,GID9083237,5.583692408
Khumaltar_Nepal,GID9083247,6.211601153
Khumaltar_Nepal,GID9083250,5.215104638
Khumaltar_Nepal,GID9083401,6.783793031
Khumaltar_Nepal,GID9083493,5.808927463
Khumaltar_Nepal,GID9083546,5.850696929
Khumaltar_Nepal,GID9083603,6.332934371
Khumaltar_Nepal,GID9083675,5.61148096
Khumaltar_Nepal,GID9083677,4.218857732
Khumaltar_Nepal,GID9083754,6.292354176
Khumaltar_Nepal,GID9083763,5.430774585
Khumaltar_Nepal,GID9083998,5.25830976
Khumaltar_Nepal,GID9084006,5.721514145
Khumaltar_Nepal,GID9084473,4.947163142
Khumaltar_Nepal,GID9084484,5.926850642
Khumaltar_Nepal,GID9084526,5.711577991
Khumaltar_Nepal,GID9084554,6.282258507
Khumaltar_Nepal,GID9084742,5.473654862
Khumaltar_Nepal,GID9085376,5.858975609
Khumaltar_Nepal,GID9085407,4.973519559
Khumaltar_Nepal,GID9085409,4.950232705
Khumaltar_Nepal,GID9085500,5.876085474
Khumaltar_Nepal,GID9085784,5.356132078
Khumaltar_Nepal,GID9086267,5.233780716
Khumaltar_Nepal,GID9086899,5.689911796
Khumaltar_Nepal,GID9088734,6.229635091
Khumaltar_Nepal,GID9088753,6.278942184
Khumaltar_Nepal,GID9278904,4.684695041
Khumaltar_Nepal,GID9279069,6.3500199
Khumaltar_Nepal,GID9279638,6.709561257
Khumaltar_Nepal,GID9279689,6.216263136
Khumaltar_Nepal,GID9279696,6.750189383
Khumaltar_Nepal,GID9279710,6.825003477
Khumaltar_Nepal,GID9279830,4.903896748
Khumaltar_Nepal,GID9280411,6.74606002
Khumaltar_Nepal,GID9281222,5.262633871
Khumaltar_Nepal,GID9281303,6.430639007
Khumaltar_Nepal,GID9281978,5.39155605
Khumaltar_Nepal,GID9282019,5.125480504
Khumaltar_Nepal,GID9282140,6.345339804
Khumaltar_Nepal,GID9282519,7.496492025
Khumaltar_Nepal,GID9282562,5.957859774
Khumaltar_Nepal,GID9282569,6.228009116
Khumaltar_Nepal,GID9283000,6.730272285
Khumaltar_Nepal,GID9283310,5.809965389
Khumaltar_Nepal,GID9283381,6.150443008
Khumaltar_Nepal,GID9283499,7.282755138
Khumaltar_Nepal,GID9283537,5.616448689
Khumaltar_Nepal,GID9283627,4.375725586
Khumaltar_Nepal,GID9283636,5.912015327
Khumaltar_Nepal,GID9283654,6.132110061
Khumaltar_Nepal,GID9284047,6.874096785
Khumaltar_Nepal,GID9284127,5.985763542
Khumaltar_Nepal,GID9284251,5.375062493
Khumaltar_Nepal,GID9284432,5.123986255
Khumaltar_Nepal,GID9284619,5.724297364
Khumaltar_Nepal,GID9284955,6.240238497
Khumaltar_Nepal,GID9285052,6.875247725
Khumaltar_Nepal,GID9285065,6.885366518
Khumaltar_Nepal,GID9285175,7.062622695
Khumaltar_Nepal,GID9285302,5.133985059
Khumaltar_Nepal,GID9285357,5.878042181
Khumaltar_Nepal,GID9285370,5.276431755
Khumaltar_Nepal,GID9285557,4.857574043
Khumaltar_Nepal,GID9285643,5.525552901
Khumaltar_Nepal,GID9285656,6.291787446
Khumaltar_Nepal,GID9285664,5.453576213
Khumaltar_Nepal,GID9286014,6.940626332
Khumaltar_Nepal,GID9286243,7.613203071
Khumaltar_Nepal,GID9286342,6.539110792
Khumaltar_Nepal,GID9286563,6.527594274
Khumaltar_Nepal,GID9286765,7.013516236
Khumaltar_Nepal,GID9286775,5.558088651
Khumaltar_Nepal,GID9286955,6.068233156
Khumaltar_Nepal,GID9287034,5.950545094
Khumaltar_Nepal,GID9287186,5.615286373
Khumaltar_Nepal,GID9287217,5.432421199
Khumaltar_Nepal,GID9287268,6.573744645
Khumaltar_Nepal,GID9287381,5.201447586
Khumaltar_Nepal,GID9287490,6.590339803
Khumaltar_Nepal,GID9287587,5.886778511
Khumaltar_Nepal,GID9287897,6.920282887
Khumaltar_Nepal,GID9287905,4.807006951
Khumaltar_Nepal,GID9287911,6.282741797
Khumaltar_Nepal,GID9288103,5.053779865
Khumaltar_Nepal,GID9288206,5.897323528
Khumaltar_Nepal,GID9288209,6.135679345
Khumaltar_Nepal,GID9289097,4.895256299
Khumaltar_Nepal,GID9289112,6.583629354
Khumaltar_Nepal,GID9289166,6.460408888
Khumaltar_Nepal,GID9289175,5.55595858
Khumaltar_Nepal,GID9289851,6.220561243
Khumaltar_Nepal,GID9289875,4.832658082
Khumaltar_Nepal,GID9289999,5.653823943
Khumaltar_Nepal,GID9290016,6.31853127
Khumaltar_Nepal,GID9290028,5.829929771
Khumaltar_Nepal,GID9290145,5.338839937
Khumaltar_Nepal,GID9290226,4.862399993
Khumaltar_Nepal,GID9290370,5.653973074
Khumaltar_Nepal,GID9290382,6.846230245
Khumaltar_Nepal,GID9290383,5.85771858
Khumaltar_Nepal,GID9290650,6.741732783
Khumaltar_Nepal,GID9290790,7.072725578
Khumaltar_Nepal,GID9290958,6.181669256
Khumaltar_Nepal,GID9290994,6.274568575
Khumaltar_Nepal,GID9291154,6.885428933
Khumaltar_Nepal,GID9291167,7.102417847
Khumaltar_Nepal,GID9291221,6.122298695
Khumaltar_Nepal,GID9291320,6.268869648
Khumaltar_Nepal,GID9291337,5.175628771
Khumaltar_Nepal,GID9291462,5.912285265
Khumaltar_Nepal,GID9291538,5.679793724
Khumaltar_Nepal,GID9291629,6.680775455
Khumaltar_Nepal,GID9292004,5.820946544
Khumaltar_Nepal,GID9292006,5.388337362
Khumaltar_Nepal,GID9292142,5.52344008
Khumaltar_Nepal,GID9292174,6.72069512
Khumaltar_Nepal,GID9292175,6.877236715
Khumaltar_Nepal,GID9292377,5.197043533
Khumaltar_Nepal,GID9292459,5.207292751
Khumaltar_Nepal,GID9292535,6.814355784
Khumaltar_Nepal,GID9292646,4.783742496
Khumaltar_Nepal,GID9292699,5.524527781
Khumaltar_Nepal,GID9292868,5.416979736
Khumaltar_Nepal,GID9292969,5.337315858
Khumaltar_Nepal,GID9293003,5.854087491
Khumaltar_Nepal,GID9293010,5.456960374
Khumaltar_Nepal,GID9293142,6.656556205
Khumaltar_Nepal,GID9293151,5.339385104
Khumaltar_Nepal,GID9293206,6.005363018
Khumaltar_Nepal,GID9293211,5.623907969
Khumaltar_Nepal,GID9293212,6.880479854
Khumaltar_Nepal,GID9293325,5.880020952
Khumaltar_Nepal,GID9293413,5.936323576
Khumaltar_Nepal,GID9293625,5.836947358
PAU-Ludhiana,GID9080801,5.708436443
PAU-Ludhiana,GID9080807,6.205588495
PAU-Ludhiana,GID9080809,5.833457053
PAU-Ludhiana,GID9080833,6.711214341
PAU-Ludhiana,GID9080834,6.73305472
PAU-Ludhiana,GID9080841,6.905080206
PAU-Ludhiana,GID9080875,6.075054247
PAU-Ludhiana,GID9080921,6.14126218
PAU-Ludhiana,GID9080922,6.515268274
PAU-Ludhiana,GID9081036,5.655564675
PAU-Ludhiana,GID9081224,5.759226487
PAU-Ludhiana,GID9081298,6.053053414
PAU-Ludhiana,GID9081347,6.023046501
PAU-Ludhiana,GID9081482,6.563254778
PAU-Ludhiana,GID9081587,5.911006225
PAU-Ludhiana,GID9081767,6.654688795
PAU-Ludhiana,GID9081781,6.207341224
PAU-Ludhiana,GID9081895,6.481521931
PAU-Ludhiana,GID9082176,5.697823667
PAU-Ludhiana,GID9082216,6.369444447
PAU-Ludhiana,GID9082445,3.549604983
PAU-Ludhiana,GID9082520,5.790968913
PAU-Ludhiana,GID9082954,5.967457647
PAU-Ludhiana,GID9082978,6.485313684
PAU-Ludhiana,GID9083000,5.543086047
PAU-Ludhiana,GID9083186,5.994900951
PAU-Ludhiana,GID9083234,5.895946781
PAU-Ludhiana,GID9083237,6.161993149
PAU-Ludhiana,GID9083247,6.454357183
PAU-Ludhiana,GID9083250,6.17349636
PAU-Ludhiana,GID9083401,5.801252581
PAU-Ludhiana,GID9083493,5.828793961
PAU-Ludhiana,GID9083546,4.607790877
PAU-Ludhiana,GID9083603,5.859352879
PAU-Ludhiana,GID9083675,4.517499516
PAU-Ludhiana,GID9083677,6.353130894
PAU-Ludhiana,GID9083754,6.613933674
PAU-Ludhiana,GID9083763,5.371415704
PAU-Ludhiana,GID9083998,4.654778257
PAU-Ludhiana,GID9084006,5.70434728
PAU-Ludhiana,GID9084473,6.606813294
PAU-Ludhiana,GID9084484,4.594105322
PAU-Ludhiana,GID9084526,6.318445488
PAU-Ludhiana,GID9084554,5.305018669
PAU-Ludhiana,GID9084742,6.598819547
PAU-Ludhiana,GID9085376,6.315627695
PAU-Ludhiana,GID9085407,6.246375202
PAU-Ludhiana,GID9085409,5.942933176
PAU-Ludhiana,GID9085500,6.647767395
PAU-Ludhiana,GID9085784,5.270366774
PAU-Ludhiana,GID9086267,5.204980897
PAU-Ludhiana,GID9086899,6.130317923
PAU-Ludhiana,GID9088734,5.840305018
PAU-Ludhiana,GID9088753,6.052196484
PAU-Ludhiana,GID9278904,7.072322889
PAU-Ludhiana,GID9279069,3.776681237
PAU-Ludhiana,GID9279638,5.925730326
PAU-Ludhiana,GID9279689,6.377349899
PAU-Ludhiana,GID9279696,5.675709982
PAU-Ludhiana,GID9279710,5.201282355
PAU-Ludhiana,GID9279830,5.841611137
PAU-Ludhiana,GID9280411,6.166821077
PAU-Ludhiana,GID9281222,6.217195053
PAU-Ludhiana,GID9281303,5.732161746
PAU-Ludhiana,GID9281978,4.473139451
PAU-Ludhiana,GID9282019,5.160931742
PAU-Ludhiana,GID9282140,6.008232189
PAU-Ludhiana,GID9282519,5.575720937
PAU-Ludhiana,GID9282562,5.964059496
PAU-Ludhiana,GID9282569,6.132175764
PAU-Ludhiana,GID9283000,6.084250845
PAU-Ludhiana,GID9283310,6.253375795
PAU-Ludhiana,GID9283381,6.03141858
PAU-Ludhiana,GID9283499,5.986059872
PAU-Ludhiana,GID9283537,4.431006821
PAU-Ludhiana,GID9283627,5.779786218
PAU-Ludhiana,GID9283636,6.365866127
PAU-Ludhiana,GID9283654,5.285864969
PAU-Ludhiana,GID9284047,5.885232349
PAU-Ludhiana,GID9284127,6.051878444
PAU-Ludhiana,GID9284251,6.177287336
PAU-Ludhiana,GID9284432,5.362166301
PAU-Ludhiana,GID9284619,6.239794204
PAU-Ludhiana,GID9284955,4.177041999
PAU-Ludhiana,GID9285052,6.029362935
PAU-Ludhiana,GID9285065,7.163479224
PAU-Ludhiana,GID9285175,6.260758214
PAU-Ludhiana,GID9285302,5.500229777
PAU-Ludhiana,GID9285357,6.92076971
PAU-Ludhiana,GID9285370,6.142160186
PAU-Ludhiana,GID9285557,5.859685638
PAU-Ludhiana,GID9285643,6.435537704
PAU-Ludhiana,GID9285656,6.61671378
PAU-Ludhiana,GID9285664,6.09971708
PAU-Ludhiana,GID9286014,6.391017093
PAU-Ludhiana,GID9286243,6.085719928
PAU-Ludhiana,GID9286342,6.406700254
PAU-Ludhiana,GID9286563,5.930095348
PAU-Ludhiana,GID9286765,5.751192998
PAU-Ludhiana,GID9286775,5.848798769
PAU-Ludhiana,GID9286955,5.938775059
PAU-Ludhiana,GID9287034,6.481141727
PAU-Ludhiana,GID9287186,5.923855772
PAU-Ludhiana,GID9287217,6.148947501
PAU-Ludhiana,GID9287268,5.934595693
PAU-Ludhiana,GID9287381,5.679692668
PAU-Ludhiana,GID9287490,5.152953279
PAU-Ludhiana,GID9287587,5.832475658
PAU-Ludhiana,GID9287897,5.800377503
PAU-Ludhiana,GID9287905,5.335719359
PAU-Ludhiana,GID9287911,5.567080745
PAU-Ludhiana,GID9288103,6.038693191
PAU-Ludhiana,GID9288206,5.312573968
PAU-Ludhiana,GID9288209,6.237749464
PAU-Ludhiana,GID9289097,6.112402883
PAU-Ludhiana,GID9289112,6.358102049
PAU-Ludhiana,GID9289166,6.300135295
PAU-Ludhiana,GID9289175,6.477159068
PAU-Ludhiana,GID9289851,6.101854503
PAU-Ludhiana,GID9289875,5.780363791
PAU-Ludhiana,GID9289999,5.710944026
PAU-Ludhiana,GID9290016,5.10100323
PAU-Ludhiana,GID9290028,5.672457471
PAU-Ludhiana,GID9290145,5.909592246
PAU-Ludhiana,GID9290226,6.170796134
PAU-Ludhiana,GID9290370,5.713767131
PAU-Ludhiana,GID9290382,5.880870332
PAU-Ludhiana,GID9290383,6.130859878
PAU-Ludhiana,GID9290650,6.008077145
PAU-Ludhiana,GID9290790,6.118815803
PAU-Ludhiana,GID9290958,6.046107844
PAU-Ludhiana,GID9290994,6.257938053
PAU-Ludhiana,GID9291154,5.533527734
PAU-Ludhiana,GID9291167,6.011252579
PAU-Ludhiana,GID9291221,5.451475341
PAU-Ludhiana,GID9291320,5.44816567
PAU-Ludhiana,GID9291337,5.372463581
PAU-Ludhiana,GID9291462,5.859135542
PAU-Ludhiana,GID9291538,6.265476403
PAU-Ludhiana,GID9291629,5.347570869
PAU-Ludhiana,GID9292004,5.446430034
PAU-Ludhiana,GID9292006,5.340739462
PAU-Ludhiana,GID9292142,5.339752891
PAU-Ludhiana,GID9292174,6.309846091
PAU-Ludhiana,GID9292175,5.801774767
PAU-Ludhiana,GID9292377,6.113137901
PAU-Ludhiana,GID9292459,6.004906456
PAU-Ludhiana,GID9292535,6.214145459
PAU-Ludhiana,GID9292646,6.170222143
PAU-Ludhiana,GID9292699,6.346976143
PAU-Ludhiana,GID9292868,5.98427513
PAU-Ludhiana,GID9292969,5.848542141
PAU-Ludhiana,GID9293003,5.943264269
PAU-Ludhiana,GID9293010,6.039000261
PAU-Ludhiana,GID9293142,6.540925018
PAU-Ludhiana,GID9293151,5.511446758
PAU-Ludhiana,GID9293206,5.942856752
PAU-Ludhiana,GID9293211,5.979326844
PAU-Ludhiana,GID9293212,5.419433676
PAU-Ludhiana,GID9293325,5.266583295
PAU-Ludhiana,GID9293413,5.149766467
PAU-Ludhiana,GID9293625,5.407388613
